"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002079",6.65403881149513,0.625875937360438,0.328090399982275,1.9076325835631,0.0564387207117324,0.590499178018241
"ENSG00000002330",254.482687500467,-0.096225274680451,0.0844429097924839,-1.13953054101193,0.254481937393012,0.824990624948049
"ENSG00000002549",704.898493974539,-0.0427934468162646,0.0735036035285597,-0.582195222573506,0.560435190962212,0.935808148886497
"ENSG00000002586",1520.27341130684,-0.0779663083826645,0.111291258396896,-0.70056093808028,0.48357706298745,0.915733274372037
"ENSG00000002587",8.48507278397404,-0.295694664592834,0.332276283479919,-0.889906018858865,0.37351635180998,0.879288401972303
"ENSG00000002726",1.06639308068585,0.0952521572966716,0.707916617513112,0.13455279186875,0.892965468699924,NA
"ENSG00000002746",44.3794333524222,-0.23461018419687,0.302030246726942,-0.776777116660689,0.437290279847728,0.904357084568237
"ENSG00000002822",290.21586239853,-0.0785603192462497,0.0780581432960548,-1.00643335760998,0.314207154096121,0.85690147371094
"ENSG00000002834",535.0009189552,-0.0829852277298364,0.106542856122995,-0.778890586845513,0.436044169401227,0.903431626098702
"ENSG00000002919",107.722736449843,-0.0183352575377764,0.0934790027964879,-0.196143058753995,0.844498194758469,0.980605833400243
"ENSG00000002933",31.5603690190071,-0.157954578194681,0.297764794462967,-0.530467607762562,0.5957877619379,0.941682167224309
"ENSG00000003056",505.434709297573,0.0863824842368182,0.0506527248062688,1.7053867204026,0.0881223233854,0.650197112140096
"ENSG00000003096",61.0240494449144,-0.0593328415631133,0.137771073610558,-0.430662547719062,0.666713754640453,0.951524950847301
"ENSG00000003137",51.8179931079421,0.43083063585567,0.307512640492431,1.40101764651289,0.161208796232249,0.757288698367167
"ENSG00000003147",46.6926333585262,-0.167899645639953,0.15120114999209,-1.11043894605786,0.266809923542147,0.832557150435094
"ENSG00000003249",799.744954758872,-0.374876528069204,0.221406837558741,-1.69315696029372,0.0904255945339871,0.655318123277077
"ENSG00000003393",601.335713681255,-0.102506450065135,0.0633991824441263,-1.61684182844904,0.105912427824277,0.678146932942595
"ENSG00000003400",99.374032073326,0.0410570415170375,0.117049231742421,0.350767287455486,0.725762940596711,0.962245812558518
"ENSG00000003402",3017.77631044584,0.308773485242009,0.083089809522406,3.71614145003841,0.000202288362838725,0.0781876392390387
"ENSG00000003436",153.272990508736,-0.0239441293750821,0.14891636300322,-0.160789109351027,0.872259503107101,0.986957571722706
"ENSG00000003509",243.121799880852,-0.00555863320178235,0.0893574597549846,-0.0622067057078832,0.950398222451824,0.99405277617107
"ENSG00000003756",1445.89693714723,0.0502211554716651,0.0693068430996294,0.724620444758558,0.468684912885972,0.912961044301938
"ENSG00000003987",0.272224497153082,-0.634249599340681,1.70904652121519,-0.371113127388543,0.710553273865614,NA
"ENSG00000003989",4179.81863049372,0.0129426997027168,0.0982401026207797,0.131745584109143,0.895185528830047,0.989671704662948
"ENSG00000004059",833.355812895304,0.063452937489893,0.0608869572948825,1.04214334742633,0.297345224068816,0.850113851526614
"ENSG00000004139",89.9732692733618,-0.0425944046665387,0.112592560903969,-0.378305674234268,0.705203530682993,0.960914447364658
"ENSG00000004142",4149.7152312856,0.0212687134051381,0.0495143223571381,0.429546692606042,0.667525421447986,0.951697427813964
"ENSG00000004399",728.792549371017,-0.110319799729847,0.105776904990346,-1.04294788867111,0.296972428498866,0.850113851526614
"ENSG00000004455",1245.57858483946,0.0576619157501971,0.0663926427794381,0.868498576593115,0.385121451192433,0.884161103338704
"ENSG00000004468",816.256783168893,-0.316712126948618,0.167625895268658,-1.8893985707937,0.0588384422633342,0.597586643461257
"ENSG00000004478",1079.04193593918,0.0300282483085825,0.102136270072595,0.294001810397417,0.768756519981992,0.97040651080536
"ENSG00000004487",791.84434333909,-0.0361808595913773,0.0607213331859664,-0.595850876339771,0.551274852499838,0.934517758245066
"ENSG00000004534",841.489337540423,0.0071361973870429,0.0714241981977175,0.0999128806078911,0.920413490276399,0.991191140115404
"ENSG00000004660",64.3576368266634,0.00635573971183346,0.174600393768156,0.0364016344675198,0.970962110928084,0.997341590070233
"ENSG00000004700",165.880966313927,0.0389602766437375,0.0811870179414018,0.479883085148636,0.631310529430456,0.94785039554143
"ENSG00000004766",219.808021924787,-0.0279645622628752,0.0717904545148539,-0.389530369348604,0.696883849625834,0.957526452071914
"ENSG00000004776",37220.2839994108,0.538577440626976,0.185547959911508,2.90263197118328,0.00370041212643997,0.260473900301634
"ENSG00000004777",119.62063036181,0.0199081140534624,0.132870692393711,0.149830739155572,0.880898156763439,0.98820320131849
"ENSG00000004779",1495.85311353599,0.0948420552635563,0.079502017965487,1.19295154627054,0.232888349947441,0.810171523898283
"ENSG00000004799",5302.26562044679,-0.153557821238512,0.504268953760312,-0.304515715459851,0.760735021696637,0.969016057740707
"ENSG00000004809",0.346043564529273,-1.15283581572761,1.36994176633191,-0.841521766880928,0.400055696103337,NA
"ENSG00000004838",15.6552162843902,-0.20053706673111,0.233849116324672,-0.857548960983406,0.391141568294411,0.88529886772659
"ENSG00000004846",12.2611752708147,0.529539255904627,0.245097651452472,2.16052358219888,0.0307321600391866,0.508782120751753
"ENSG00000004848",577.443066296237,-0.0504933700783681,0.121544623076992,-0.415430718365743,0.677826623109921,0.95298639868578
"ENSG00000004864",79.0713276928418,-0.0769146335310316,0.108695947327281,-0.707612707026173,0.479185799590809,0.914637104282685
"ENSG00000004866",178.771570532895,-0.019414066457468,0.0861109869319553,-0.225454000112772,0.821626106749748,0.975340563049774
"ENSG00000004897",527.884555922547,-0.0207283941488174,0.0843091123911882,-0.245861847680701,0.80578917854894,0.975340563049774
"ENSG00000004939",23.6122787106756,0.180249740204435,0.208435493747945,0.864774693423403,0.387162463597228,0.88435468071014
"ENSG00000004948",10.1895649476208,-0.193214654878211,0.335325221879535,-0.576200781424141,0.564479477098147,0.936570793839129
"ENSG00000004961",616.25522057157,-0.00286032159494966,0.0916318191228271,-0.0312153749901611,0.975097778420611,0.997341590070233
